,symbol,organ_name,en_organ_name,icb_name3,en_icb_name3,icb_name2,en_icb_name2,icb_name4,en_icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
745,NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,NHP Production Import - Export Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
746,NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,Hàng hóa giải trí,Leisure Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Đồ chơi,Toys,CT,3000,3700,3740,3747
747,NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Nirvana Health Vietnam Joint Stock Company ,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Kim Loại màu,Nonferrous Metals,CT,1000,1700,1750,1755
748,NLG,Công ty Cổ phần Đầu tư Nam Long,Nam Long Investment Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
749,NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Lang Son Water Supply and Drainage Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
750,HFC,Công ty Cổ phần Xăng dầu HFC,HFC Petrol Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
751,NNC,Công ty Cổ phần Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
752,HOM,Công ty Cổ phần Xi măng VICEM Hoàng Mai,VICEM Hoang Mai Cement Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
753,NNT,Công ty Cổ phần Cấp nước Ninh Thuận,Ninh Thuan Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
754,NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Oriental Shipping and Trading Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Vận tải Thủy,Marine Transportation,CT,2000,2700,2770,2773
755,PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,Hóa chất,Chemicals,Hóa chất,Chemicals,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",Specialty Chemicals,CT,1000,1300,1350,1357
756,NQB,Công ty Cổ phần Cấp nước Quảng Bình,Quang Binh Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
757,NDF,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nam Dinh Export Foodstuff and Agricultutal Products Processing Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
758,NQT,Công ty Cổ phần Nước sạch Quảng Trị,Quang Tri Clean Water Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
759,LDW,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Lam Dong Water Supply And Sewerage Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
760,NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,Hanoi Water Supply Number 2 Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
761,NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Vietnam National Seed Group Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
762,PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,Nam Song Hau Trading Investing Petroleum Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
763,HRB,Công ty Cổ phần Harec Đầu tư và Thương Mại,Harec Investment and Trade Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
764,MEL,Công ty Cổ phần Thép Mê Lin,Me Lin Steel Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
765,NST,Công ty Cổ phần Ngân Sơn,Ngan Son Joint Stock Company,Thuốc lá,Tobacco,Hàng cá nhân & Gia dụng,Personal & Household Goods,Thuốc lá,Tobacco,CT,3000,3700,3780,3785
766,NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,Sản xuất & Phân phối Điện,Electricity,"Điện, nước & xăng dầu khí đốt",Utilities,Sản xuất & Phân phối Điện,Conventional Electricity,CT,7000,7500,7530,7535
767,NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Transport Engineering Construction And Business Investment Joint Stock Company 584,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
768,NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Corporation,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
769,NTT,Công ty Cổ phần Dệt - May Nha Trang,Nha Trang Textile & Garment Joint Stock Company,Hàng cá nhân,Personal Goods,Hàng cá nhân & Gia dụng,Personal & Household Goods,Hàng May mặc,Clothing & Accessories,CT,3000,3700,3760,3763
770,NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
771,HDS,Công ty Cổ phần Giống cây trồng Hải Dương,Hai Duong Seeds Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
772,HVX,Công ty Cổ phần Xi măng Vicem Hải Vân,Vicem Hai Van Cement Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
773,NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,Nha Trang Urban Environmental Joint Stock Company,Tư vấn & Hỗ trợ Kinh doanh,Support Services,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Chất thải & Môi trường,Waste & Disposal Services,CT,2000,2700,2790,2799
774,NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,Nhon Trach Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
775,NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
776,NWT,Công ty Cổ phần Vận tải Newway,Newway Transport Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Vận tải hành khách & Du lịch,Travel & Tourism,CT,5000,5700,5750,5759
777,NXT,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,Kon Tum Construction Materials Supply And Production Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
778,CNN,"Công ty Cổ phần Tư vấn Công nghệ, Thiết bị và Kiểm định Xây dựng - CONINCO",Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
779,OCB,Ngân hàng Thương mại Cổ phần Phương Đông,Orient Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
780,OCH,Công ty Cổ phần One Capital Hospitality,One Capital Hospitality Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
781,EVS,Công ty Cổ phần Chứng khoán Everest,Everest Securities Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
782,MCH,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Masan Consumer Corporation,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Thực phẩm,Food Products,CT,3000,3500,3570,3577
783,ONE,Công ty Cổ phần Công nghệ ONE,One Technologies Corporation,Thiết bị và Phần cứng,Technology Hardware & Equipment,Công nghệ Thông tin,Technology,Phần cứng,Computer Hardware,CT,9000,9500,9570,9572
784,ONW,Công ty Cổ phần Dịch vụ Một Thế giới,One World Services Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Dịch vụ giải trí,Recreational Services,CT,5000,5700,5750,5755
785,MLS,Công ty Cổ phần Chăn nuôi - Mitraco,Mitraco Livestock Joint Stock Company,Sản xuất thực phẩm,Food Producers,Thực phẩm và đồ uống,Food & Beverage,Nuôi trồng nông & hải sản,Farming & Fishing,CT,3000,3500,3570,3573
786,KDH,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Khang Dien House Trading and Investment Joint Stock Company,Bất động sản,Real Estate Investment & Services,Bất động sản,Real Estate,Bất động sản,Real Estate Holding & Development,CT,8000,8600,8630,8633
787,GEE,Công ty Cổ phần Điện lực Gelex,GELEX Electricity Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Thiết bị điện,Electronic Equipment,CT,2000,2700,2730,2737
788,ORS,Công ty Cổ phần Chứng khoán Tiên Phong,Tien Phong Securities Corporation,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Môi giới chứng khoán,Investment Services,CK,8000,8700,8770,8777
789,TOW,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Tra Noc - O Mon Water Supply Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Nước,Water,CT,7000,7500,7570,7577
790,PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,Dry Cell and Storage Battery JointStock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Hàng điện & điện tử,Electrical Components & Equipment,CT,2000,2700,2730,2733
791,OGC,Công ty Cổ phần Tập đoàn Đại Dương,Ocean Group Joint Stock Company,Dịch vụ tài chính,Financial Services,Dịch vụ tài chính,Financial Services,Tài chính đặc biệt,Specialty Finance,CT,8000,8700,8770,8775
792,DCL,Công ty Cổ phần Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,Dược phẩm,Pharmaceuticals & Biotechnology,Y tế,Health Care,Dược phẩm,Pharmaceuticals,CT,4000,4500,4570,4577
793,PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Petro Vietnam Phuoc An Port Investment & Operation Join Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
794,PAS,Công ty Cổ phần Quốc tế Phương Anh,Phuong Anh International Joint Stock Company,Kim loại,Industrial Metals & Mining,Tài nguyên Cơ bản,Basic Resources,Thép và sản phẩm thép,Steel,CT,1000,1700,1750,1757
795,PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,PetroVietnam Packaging Joint Stock Company,Hàng công nghiệp,General Industrials,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Containers & Đóng gói,Containers & Packaging,CT,2000,2700,2720,2723
796,BMN,Công ty Cổ phần 715,715 Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
797,CYC,Công ty Cổ phần Gạch men Chang Yih,Chang Yih Ceramic Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
798,MSB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,Vietnam Maritime Commercial Joint Stock Bank,Ngân hàng,Banks,Ngân hàng,Banks,Ngân hàng,Banks,NH,8301,8300,8350,8355
799,PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Petrolimex Construction 1 Joint Stock Company Group,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
800,PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,PetroVietnam Gas City Investment and Deverlopment Joint Stock Company,Nước & Khí đốt,"Gas, Water & Multi-utilities","Điện, nước & xăng dầu khí đốt",Utilities,Phân phối xăng dầu & khí đốt,Gas Distribution,CT,7000,7500,7570,7573
801,PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,Post and Telecommunications Construction Material Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
802,PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Global Pacific Shipping Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Dịch vụ vận tải,Trucking,CT,2000,2700,2770,2779
803,PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital Investment Group Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Vật liệu xây dựng & Nội thất,Building Materials & Fixtures,CT,2000,2300,2350,2353
804,HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Ha Giang Mineral and Mechanics Joint Stock Company,Khai khoáng,Mining,Tài nguyên Cơ bản,Basic Resources,Khai khoáng,General Mining,CT,1000,1700,1770,1775
805,DHP,Công ty Cổ phần Điện cơ Hải Phòng,Hai Phong Electrical Mechanical Joint Stock Company,Điện tử & Thiết bị điện,Electronic & Electrical Equipment,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Thiết bị điện,Electronic Equipment,CT,2000,2700,2730,2737
806,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Phuong Dong Petroleum Tourism Joint Stock Company,Du lịch & Giải trí,Travel & Leisure,Du lịch và Giải trí,Travel & Leisure,Vận tải hành khách & Du lịch,Travel & Tourism,CT,5000,5700,5750,5759
807,PDN,Công ty Cổ phần Cảng Đồng Nai,Dong Nai Port Joint Stock Company,Vận tải,Industrial Transportation,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,"Kho bãi, hậu cần và bảo dưỡng",Transportation Services,CT,2000,2700,2770,2777
808,MES,Công ty Cổ phần Cơ điện Công trình,Mechanical Engineering Service Joint Stock Company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
809,PEC,Công ty Cổ phần Cơ khí Điện lực,Power Engineering Joint Stock Company,Công nghiệp nặng,Industrial Engineering,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,Máy công nghiệp,Industrial Machinery,CT,2000,2700,2750,2757
810,PEN,Công ty Cổ phần Xây lắp III Petrolimex,Petrolimex Installation No.3 joint stock company,Xây dựng và Vật liệu,Construction & Materials,Xây dựng và Vật liệu,Construction & Materials,Xây dựng,Heavy Construction,CT,2000,2300,2350,2357
811,PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Petrovietnam General Services Corporation,Bán lẻ,General Retailers,Bán lẻ,Retail,Phân phối hàng chuyên dụng,Specialty Retailers,CT,5000,5300,5370,5379
812,PCF,Công ty Cổ phần Cà phê PETEC,PETEC Coffee Joint Stock Company,Bia và đồ uống,Beverages,Thực phẩm và đồ uống,Food & Beverage,Đồ uống & giải khát,Soft Drinks,CT,3000,3500,3530,3537
