,symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
623,QCG,8425033,STOCK,HSX,Quoc Cuong Gia Lai Joint Stock Company,Quoc Cuong Gia Lai,Quốc Cường Gia Lai,Công ty Cổ phần Quốc Cường Gia Lai
624,QCC,8425237,STOCK,UPCOM,Construction Investment and Telecommunications Infrastructure Development Joint Stock Company,Construction Investment and Telecommunications Infrastructure Development,Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Viễn Thông
625,QBS,8424835,STOCK,UPCOM,Quang Binh Import And Export Joint Stock Company,Quang Binh Import And Export,Xuất nhập khẩu Quảng Bình,Công ty Cổ phần Xuất nhập khẩu Quảng Bình
626,PYU,8425125,STOCK,DELISTED,Phuc Yen Urban Environment and Works Joint Stock Company,Phuc Yen Urban Environment,Công trình đô thị Phúc Yên,Công ty Cổ phần Môi trường và Công trình đô thị Phúc Yên
627,PXT,8426201,STOCK,UPCOM,Petroleum Pipeline And Tank Construction Joint Stock Company,Petroleum Pipeline And Tank Construction,Xây lắp Đường ống Dầu khí,Công ty Cổ phần Xây lắp Đường ống Bể chứa Dầu khí
628,PXS,8424805,STOCK,UPCOM,Petroleum Equipment Assembly And Metal Structure Joint Stock Company,Petroleum Equipment Assembly,Lắp máy Dầu khí,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí
629,PXM,9679658,STOCK,UPCOM,Mientrung Petroleum Construction Joint Stock Company,Mientrung Petroleum Construction,Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung
630,PXL,8425874,STOCK,UPCOM,Long Son Petroleum Industrial Zone Investment Joint Stock Company,Long Son Petroleum Industrial Zone,KCN Dầu khí Long Sơn,Công ty Cổ phần Đầu tư Khu Công Nghiệp Dầu khí Long Sơn
631,PXI,8424630,STOCK,UPCOM,Petroleum Industrial and Civil Construction Joint Stock Company,Petroleum Industrial And Construction,XL CN và dân dụng Dầu khí,Công ty Cổ phần Xây dựng Công nghiệp và Dân dụng Dầu khí
632,PXC,9679657,STOCK,UPCOM,Petrovietnam Urban Develoment Joint Stock Company,PVC-Mekong,Phát triển Đô thị Dầu khí,Công ty Cổ phần Phát triển Đô thị Dầu khí
633,PXA,9679656,STOCK,UPCOM,PetroVietnam - Nghe An Investment & Trading Joint Stock Company,PetroVietnam - Nghe An Investment & Trading,Đầu tư và Thương mại Dầu khí Nghệ An,Công ty Cổ phần Đầu tư và Thương mại Dầu khí Nghệ An
634,PX1,9679655,STOCK,UPCOM,Cement Joint Stock Company Song Lam 2,Cement Song Lam 2,Xi măng Sông Lam 2,Công ty Cổ phần Xi măng Sông Lam 2
635,PWS,8425550,STOCK,UPCOM,Phu Yen Water Supply and Sewerage Joint Stock Company,Phu Yen Water Supply and Sewerage,Cấp thoát nước Phú Yên,Công ty Cổ phần Cấp thoát nước Phú Yên
636,PWA,8425735,STOCK,UPCOM,Petrowaco Property Joint Stock Company,Petrowaco Property,Bất động sản dầu khí,Công ty Cổ phần Bất động sản dầu khí
637,PVY,8425207,STOCK,UPCOM,PetroVietnam Marine Shipyard Joint Stock Company,PV Shipyard,Chế tạo Giàn khoan Dầu khí,Công ty Cổ phần Chế tạo Giàn khoan Dầu khí
638,PVX,9679654,STOCK,UPCOM,Petro Vietnam Construction Joint Stock Corporation,Petro Vietnam Construction,Xây lắp Dầu khí Việt Nam,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam
639,PVV,8425206,STOCK,UPCOM,Vinaconex 39 Joint Stock Company,Vinaconex 39,Vinaconex 39,Công ty Cổ phần Vinaconex 39
640,PVT,8424577,STOCK,HSX,PetroVietNam Transportation Corporation,PVTrans,Vận tải Dầu khí PVTrans,Tổng Công ty Cổ phần Vận tải Dầu khí
641,PVS,8425371,STOCK,HNX,PetroVietnam Technical Services Corporation,Petroleum Technical Services,DVKT Dầu khí PTSC,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam
642,PVR,8425640,STOCK,UPCOM,Ha Noi PVR Investment Joint Stock Company,Ha Noi PVR Investment,Đầu tư PVR Hà Nội,Công ty Cổ phần Đầu tư PVR Hà Nội
643,PVP,8425434,STOCK,HSX,Pacific Petroleum Transportation Joint Stock Company,Pacific Petroleum Transportation,Vận tải Dầu khí Thái Bình Dương,Công ty Cổ phần Vận tải Dầu khí Thái Bình Dương
644,PVO,8426037,STOCK,UPCOM,PV Oil Lube Joint Stock Company,PV Oil Lube,Dầu nhờn PV Oil,Công ty Cổ phần Dầu nhờn PV Oil
645,PVM,8425944,STOCK,UPCOM,Petrovietnam Machinery-Technology Joint Stock Company,PV MACHINO,Thiết bị dầu khí (PV MACHINO),Công ty Cổ phần Máy - Thiết bị Dầu khí
646,PVL,8425423,STOCK,UPCOM,Viet Property Investment Joint Stock Company,Viet Property Investment,Đầu tư Nhà Đất Việt,Công ty Cổ phần Đầu tư Nhà Đất Việt
647,PVI,8425367,STOCK,HNX,PVI Holdings,PVI,Bảo hiểm PVI,Công ty Cổ phần PVI
648,PVH,9679653,STOCK,UPCOM,Thanh Hoa Petroleum Construction Joint Stock Company,Thanh Hoa Petroleum Construction,Xây lắp Dầu khí Thanh Hóa,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa
649,PVG,8425443,STOCK,HNX,Petro Vietnam LPG Joint Stock Company,Petro Vietnam LPG,Kinh doanh LPG Việt Nam,Công ty Cổ phần Kinh doanh LPG Việt Nam
650,PVE,8425193,STOCK,UPCOM,PetroVietnam Engineering Corporation,PV Engineering,Tư vấn Dầu khí,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần
651,PVD,8424653,STOCK,HSX,PetroVietNam Driling & Well Services Corporation,PetroVietNam Drilling & Well,Khoan Dầu khí PVDrilling,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí
652,PVC,8425249,STOCK,HNX,Petrovietnam Chemical and Services Corporation,Petrovietnam Chemical and Services,Hóa chất và Dịch vụ Dầu khí,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần
653,PVB,8425353,STOCK,HNX,PetroVietnam Coating Joint Stock Company,PetroVietnam Coating,Bọc ống Dầu khí Việt Nam,Công ty Cổ phần Bọc ống Dầu khí Việt Nam
654,PVA,8425763,STOCK,UPCOM,PetroVietnam - Nghe An Construction Joint Stock Corporation,PetroVietnam - Nghe An Construction,Xây dựng dầu khí Nghệ An,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An
655,PV2,8425785,STOCK,HNX,PV2 Investment Joint Stock Company,PV2 Invest,Đầu tư PV2,Công ty Cổ phần Đầu tư PV2
656,PTX,8425372,STOCK,HNX,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,Petrolimex Nghe Tinh Transportation and Service,VT Petrolimex Nghệ Tĩnh,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh
657,PTV,8426019,STOCK,UPCOM,Petroleum Trading Joint Stock Company,Petechim,Thương mại dầu khí,Công ty Cổ phần Thương mại Dầu khí
658,PTT,8425733,STOCK,UPCOM,Indochina Petroleum Transportation Joint Stock Company,Indochina Petroleum Transportation,Vận tải Dầu khí Đông Dương,Công ty Cổ phần Vận tải Dầu khí Đông Dương
659,PTS,8425992,STOCK,HNX,Hai Phong Petrolimex Transportation and Services Joint Stock Company,Hai Phong Petrolimex Transportation,Vận tải Petrolimex HP,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng
660,PTP,8425662,STOCK,UPCOM,PTP Joint Stock Company,"PTP.,JSC",Viễn Thông và In Bưu điện,Công ty Cổ phần PTP
661,PTO,8426026,STOCK,UPCOM,Post and Telecommunication Services Construction Work Joint Stock Company,Post and Telecommunication Services Construction,Xây dựng Công trình Bưu điện,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện
662,PTN,11514871,STOCK,DELISTED,Khanh Hoa House Development Joint Stock Company,Khanh Hoa House Development,Phát triển Nhà Khánh Hòa,Công ty Cổ phần Phát triển Nhà Khánh Hòa
663,PTL,8424807,STOCK,HSX,Victory Group Joint Stock Company,Victory Group,Victory Group,Công ty Cổ phần Victory Group
664,PTI,8426105,STOCK,HNX,Post & Telecommunication Joint Stock Insurance Corporation,Post & Telecommunication Insurance,Bảo hiểm Bưu điện,Tổng Công ty Cổ phần Bảo hiểm Bưu điện
665,PTH,8425623,STOCK,UPCOM,Ha Tay Petrolimex Transportation and Service JSC,Ha Tay Petrolimex Transportation and Service,Vận tải và DV Petrolimex Hà Tây,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây
666,PTG,8426165,STOCK,UPCOM,Phan Thiet Garment Import Export Joint Stock Company,Phan Thiet Gamex Co,May Phan Thiết,Công ty Cổ phần May Xuất Khẩu Phan Thiết
667,PTE,9679652,STOCK,UPCOM,Phu Tho Cement Joint Stock Company,Phu Tho Cement,Xi măng Phú Thọ,Công ty Cổ phần Xi măng Phú Thọ
668,PTD,8425779,STOCK,HNX,Phuc Thinh Design Construction Trading Corporation,Phuc Thinh Design,Thiết kế-XD-TM Phúc Thịnh,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh
669,PTC,8425004,STOCK,HSX,ICAPITAL Investment Joint Stock Company,ICAPITAL Investment,Đầu tư ICAPITAL,Công ty Cổ phần Đầu tư ICAPITAL
670,PTB,8424960,STOCK,HSX,Phu Tai Joint Stock Company,Phu Tai Joint Stock Company,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài
671,PSW,8425881,STOCK,HNX,South West PetroVietNam Fertilizer and Chemicals Joint Stock Company,South West PetroVietNam Fertilizer and Chemicals,Phân bón hóa chất dầu khí Tây Nam Bộ,Công ty Cổ phần Phân bón và hóa chất dầu khí Tây Nam Bộ
672,PSP,8425870,STOCK,UPCOM,Dinh Vu Petroleum Service Port Joint Stock Company,Dinh Vu Petroleum Service,DV Dầu Khí Đình Vũ,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ
673,PSN,8425667,STOCK,UPCOM,PTSC Thanh Hoa Technical Services Company,PTSC Thanh Hoa,PTSC Thanh Hóa,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa
674,PSL,8426154,STOCK,UPCOM,Phu Son LiveStock Joint Stock Company,Phu Son LiveStock,Chăn nuôi Phú Sơn,Công ty Cổ phần Chăn nuôi Phú Sơn
675,PSI,8426104,STOCK,HNX,Petrovietnam Securities Incorporated,Petrovietnam Securities,Chứng khoán Dầu khí,Công ty Cổ phần Chứng khoán Dầu khí
676,PSH,8424669,STOCK,HSX,Nam Song Hau Trading Investing Petroleum Joint Stock Company,Nam Song Hau Trading Investing Petroleum,TMại ĐT Dầu khí Nam Sông Hậu,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu
677,PSG,8425501,STOCK,UPCOM,Saigon Petroleum Construction and Investment Joint Stock Company,PVC - SG,XL Dầu khí Sài Gòn,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn
678,PSE,8425400,STOCK,HNX,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,South-East PetroVietnam Fertilizer and Chemicals,Phân bón và hóa chất dầu khí Đông Nam Bộ,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ
679,PSD,8426011,STOCK,HNX,Petroleum General Distribution Services Joint Stock Company,Petrosetco Distribution,Phân phối Tổng hợp Dầu khí,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí
680,PSC,8425682,STOCK,HNX,Petrolimex Saigon Transportation And Service Joint Stock Company,Sai Gon Petrolimex Transportation,Vận tải Petrolimex SG,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn
681,PSB,8425320,STOCK,UPCOM,Sao Mai - Ben Dinh Petroleum Investment Joint Stock Company,Sao Mai - Ben Dinh,Sao Mai Bến Đình,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình
682,PRT,8425894,STOCK,UPCOM,Binh Duong Producing and Trading Corporation,Binh Duong Producing and Trading,Sản xuất - XNK Bình Dương,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần
683,PRO,8425361,STOCK,UPCOM,Viet Nam  Procimex Joint Stock Company,Viet Nam  Procimex,Procimex Việt Nam,Công ty Cổ phần Procimex Việt Nam
684,PRE,8425407,STOCK,HNX,Hanoi Reinsurance Joint Stock Corporation,PVI Reinsurance,Tái bảo hiểm PVI,Tổng Công ty Cổ phần Tái bảo hiểm Hà Nội
685,PRC,8425626,STOCK,HNX,Portserco Logistics Joint Stock Company,Portserco,Vận tải Portserco,Công ty Cổ phần Logistics Portserco
686,PQN,8424825,STOCK,UPCOM,PTSC Quang Ngai Joint Stock Company,PTSC Quang Ngai,DV Dầu khí Quảng Ngãi PTSC,Công ty Cổ phần Dịch vụ Dầu khí Quảng Ngãi PTSC
687,PPY,8425852,STOCK,HNX,Petrovietnam Oil Phu Yen Joint Stock Company,Petrovietnam Oil Phu Yen,Xăng dầu dầu khí Phú Yên,Công ty Cổ phần Xăng dầu dầu khí Phú Yên
688,PPT,11198228,STOCK,HNX,Petro Times Joint Stock Company,Petro Times,Petro Times,Công ty cổ phần Petro Times
689,PPS,8425421,STOCK,HNX,PetroVietnam Power Services Joint Stock Company,PetroVietnam Power Services,DVKT Điện lực Dầu khí,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam
690,PPP,8425331,STOCK,HNX,Phong Phu Pharmaceutical Joint Stock Company,PP.Pharco,PP.Pharco,Công ty Cổ phần Dược phẩm Phong Phú
691,PPI,8425642,STOCK,UPCOM,Pacific Infrastructure Project Development And Investment Corporation,Pacific Property,BĐS Thái Bình Dương,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương
692,PPH,8425973,STOCK,UPCOM,Phong Phu Corporation,Phong Phu Corp.,Phong Phú Corp.,Tổng Công ty Cổ phần Phong Phú
693,PPE,8425476,STOCK,HNX,PP Enterprise Investment Consultancy Joint Stock Company,PVPower Engineering,PVPower Engineering,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise
694,PPC,8424563,STOCK,HSX,Pha Lai Thermal Power Joint Stock Company,Pha Lai Thermal Power,Nhiệt điện Phả Lại,Công ty Cổ phần Nhiệt điện Phả Lại
695,POW,8424486,STOCK,HSX,PetroVietnam Power Corporation,PV Power,Điện lực Dầu khí Việt Nam,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP
696,POV,8425972,STOCK,UPCOM,Vung Ang Petroleum Joint Stock Company,Vung Ang Petroleum,PV Oil Vũng Áng,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng
697,POT,8425929,STOCK,HNX,Post and Telecommunication Equipment Joint Stock Company,Post and Telecom Equipments,Thiết bị Bưu điện Postef,Công ty Cổ phần Thiết bị Bưu điện
698,POS,8426025,STOCK,UPCOM,PTSC Offshore Services Joint Stock Company,PTSC Offshore Services,Bảo dưỡng công trình DK biển,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC"
699,POM,8424548,STOCK,UPCOM,Pomina Steel Corporation,Pomina Steel,Thép Pomina,Công ty Cổ phần Thép Pomina
700,POB,8426078,STOCK,UPCOM,Thai Binh Petrovietnam Oil Joint Stock Company,PVOIL Thai Binh,PVOIL Thái Bình,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình
701,PNT,8425044,STOCK,UPCOM,Phu Nhuan Technical Construction Joint Stock Company,Phu Nhuan Technical Construction,Kỹ thuật XD Phú Nhuận,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận
702,PNP,8425813,STOCK,UPCOM,Huu Phu - Newport Corporation,Huu Phu - Newport,Tân Cảng - Phú Hữu,Công ty Cổ phần Tân Cảng – Phú Hữu
703,PNJ,8424664,STOCK,HSX,Phu Nhuan Jewelry Joint Stock Company,Phu Nhuan Jewelry,Vàng Phú Nhuận,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận
704,PNG,8425622,STOCK,UPCOM,Phu Nhuan Trading Joint Stock Company,PNCo,Thương Mại Phú Nhuận,Công ty Cổ phần Thương Mại Phú Nhuận
705,PND,8425712,STOCK,UPCOM,PetroVietnam Oil Nam Dinh Joint Stock Company,PetroVietnam Oil Nam Dinh,Xăng dầu Dầu khí Nam Định,Công ty Cổ phần Xăng dầu Dầu khí Nam Định
706,PNC,8424554,STOCK,HSX,Phuong Nam Cultural Joint Stock Company,Phuong Nam Cultural,Văn hóa Phương Nam,Công ty Cổ phần Văn hóa Phương Nam
707,PMW,8425552,STOCK,UPCOM,Phu My Water Supply Joint-Stock Company,Phumy Wasuco,Cấp Nước Phú Mỹ,Công ty Cổ phần Cấp Nước Phú Mỹ
708,PMT,8424898,STOCK,UPCOM,Telvina Vietnam Communication Joint Stock Company,Telvina Vietnam,Telvina Việt Nam,Công ty Cổ phần Viễn thông Telvina Việt Nam
709,PMS,8425732,STOCK,HNX,Petroleum Mechanical Joint Stock Company,Petroleum Mechanical,Cơ khí xăng dầu,Công ty Cổ phần Cơ khí Xăng dầu
710,PMP,8426188,STOCK,HNX,Dam Phu My Packing Joint Stock Company,Dam Phu My Packing,Bao bì Đạm Phú Mỹ,Công ty Cổ phần Bao bì Đạm Phú Mỹ
711,PMJ,8425134,STOCK,UPCOM,Posts and Telecommunications Material Supply Joint Stock Company,P&T Material Supply,Vật tư Bưu điện,Công ty Cổ phần Vật tư Bưu điện
712,PMG,8424841,STOCK,HSX,Petro Center Corporation,Petro Center Corp.,ĐT và SX Petro Miền Trung,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung
713,PMC,8425251,STOCK,HNX,Pharmedic Pharmaceutical Medicinal Joint Stock Company,Pharmedic Pharmaceutical,Pharmedic,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic
714,PMB,8425991,STOCK,HNX,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,North PetroVietnam Fertilizer and Chemicals,Phân bón và Hóa chất Dầu khí Miền Bắc,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc
715,PLX,8424591,STOCK,HSX,Vietnam National Petroleum Group,Petrolimex,Petrolimex,Tập đoàn Xăng dầu Việt Nam
716,PLP,8424967,STOCK,HSX,Pha Le Plastics Manufacturing and Technology Joint Stock Company,Pha Le Plastics JSC,SX và CN Nhựa Pha Lê,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê
717,PLO,8425177,STOCK,UPCOM,Petec Logistics Joint Stock Company,Petec Logistics,Kho vận Petec,Công ty Cổ phần Kho vận Petec
718,PLE,8425146,STOCK,UPCOM,Petrolimex Engineering Joint Stock Company,Petrolimex Engineering,Tư vấn Xây dựng Petrolimex,Công ty Cổ phần Tư vấn Xây dựng Petrolimex
719,PLC,8425403,STOCK,HNX,Petrolimex Petrochemical Corporation,Petrolimex Petrochemical,Hóa dầu Petrolimex,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần
720,PLA,8425264,STOCK,UPCOM,Petroleum Logistic Service and Investment Joint Stock Company,Petroleum Logistic Service and Investment,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND),Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu
721,PJT,8424680,STOCK,HSX,Petrolimex Joint Stock Tanker Company,Petrolimex Tanker,Vận tải thủy PETROLIMEX,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex
722,PJS,8425676,STOCK,UPCOM,Phu Hoa Tan Water Supply Joint Stock Company,PHUWACO,Cấp nước Phú Hòa Tân,Công ty Cổ phần Cấp nước Phú Hòa Tân
723,PJC,8425915,STOCK,HNX,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company,Petrolimex Hanoi Transportation,TM và Vận tải Petrolimex HN,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội
724,PIV,8425180,STOCK,UPCOM,PIV Joint Stock Company,PIV JSC,PIV JSC,Công ty Cổ phần PIV
725,PIT,8424852,STOCK,HSX,Petrolimex International Trading Joint Stock Company,Petrolimex International Trading,XNK PETROLIMEX,Công ty Cổ phần Xuất nhập khẩu Petrolimex
726,PIS,8425135,STOCK,UPCOM,PISICO Binh Dinh Corporation Joint Stock Company,PISICO Binh Dinh,Pisico Bình Định,Tổng Công ty Pisico Bình Định - Công ty Cổ phần
727,PID,8425536,STOCK,UPCOM,Petroleum Interior Decoration Joint Stock Company,Petroleum Interior Decoration,Trang trí nội thất Dầu khí,Công ty Cổ phần Trang trí nội thất Dầu khí
728,PIC,8425373,STOCK,HNX,PC3-Investment Joint Stock Company,PC3-Invest,Đầu tư Điện lực 3,Công ty Cổ phần Đầu tư Điện lực 3
729,PIA,8426170,STOCK,HNX,Petrolimex Information Technology and Telecommunication Joint Stock Company,Petrolimex IT & Telecom,Tin học Viễn thông Petrolimex,Công ty Cổ phần Tin học Viễn thông Petrolimex
730,PHS,8425462,STOCK,UPCOM,Phu Hung Securities Corporation,Phu Hung Securities,Chứng khoán Phú Hưng,Công ty Cổ phần Chứng khoán Phú Hưng
731,PHR,8424638,STOCK,HSX,Phuoc Hoa Rubber Joint Stock Company,Phuoc Hoa rubber,Cao su Phước Hòa,Công ty Cổ phần Cao su Phước Hòa
732,PHP,8425285,STOCK,UPCOM,Port of Hai Phong Joint Stock Company,Hai Phong Port,Cảng Hải Phòng,Công ty Cổ phần Cảng Hải Phòng
